Year,Quarter,Nationality,Region,Age,Sex,Applicant type,UASC,Location of claim,Claims
2025,2025 Q4,Zimbabwe,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,In Country,4
2025,2025 Q4,Zimbabwe,Africa Sub-Saharan,30-49,Female,Dependant,Non-UASC,In Country,2
2025,2025 Q4,Zimbabwe,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,At Port,5
2025,2025 Q4,Zimbabwe,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,In Country,8
2025,2025 Q4,Zimbabwe,Africa Sub-Saharan,30-49,Male,Dependant,Non-UASC,In Country,1
2025,2025 Q4,Zimbabwe,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,At Port,2
2025,2025 Q4,Zimbabwe,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,In Country,20
2025,2025 Q4,Zimbabwe,Africa Sub-Saharan,50-69,Female,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,Zimbabwe,Africa Sub-Saharan,70+,Female,Main Applicant,Non-UASC,In Country,2
2025,2025 Q4,Zimbabwe,Africa Sub-Saharan,70+,Male,Main Applicant,Non-UASC,In Country,2
2025,2025 Q4,Zimbabwe,Africa Sub-Saharan,Under 18,Female,Dependant,Non-UASC,At Port,1
2025,2025 Q4,Zimbabwe,Africa Sub-Saharan,Under 18,Female,Dependant,Non-UASC,In Country,10
2025,2025 Q4,Zimbabwe,Africa Sub-Saharan,Under 18,Male,Dependant,Non-UASC,In Country,8
2025,2025 Q4,Zimbabwe,Africa Sub-Saharan,Under 18,Male,Main Applicant,Non-UASC,In Country,1
2025,2025 Q4,Zimbabwe,Africa Sub-Saharan,Under 18,Male,Main Applicant,UASC,In Country,1
2026,2026 Q1,Afghanistan,Asia Central,18-29,Female,Dependant,Non-UASC,At Port,2
2026,2026 Q1,Afghanistan,Asia Central,18-29,Female,Dependant,Non-UASC,In Country,15
2026,2026 Q1,Afghanistan,Asia Central,18-29,Female,Main Applicant,Non-UASC,At Port,3
2026,2026 Q1,Afghanistan,Asia Central,18-29,Female,Main Applicant,Non-UASC,In Country,69
2026,2026 Q1,Afghanistan,Asia Central,18-29,Male,Dependant,Non-UASC,In Country,2
2026,2026 Q1,Afghanistan,Asia Central,18-29,Male,Main Applicant,Non-UASC,At Port,3
2026,2026 Q1,Afghanistan,Asia Central,18-29,Male,Main Applicant,Non-UASC,In Country,476
2026,2026 Q1,Afghanistan,Asia Central,30-49,Female,Dependant,Non-UASC,In Country,14
2026,2026 Q1,Afghanistan,Asia Central,30-49,Female,Main Applicant,Non-UASC,In Country,47
2026,2026 Q1,Afghanistan,Asia Central,30-49,Male,Dependant,Non-UASC,In Country,5
2026,2026 Q1,Afghanistan,Asia Central,30-49,Male,Main Applicant,Non-UASC,At Port,6
2026,2026 Q1,Afghanistan,Asia Central,30-49,Male,Main Applicant,Non-UASC,In Country,152
2026,2026 Q1,Afghanistan,Asia Central,50-69,Female,Dependant,Non-UASC,At Port,3
2026,2026 Q1,Afghanistan,Asia Central,50-69,Female,Dependant,Non-UASC,In Country,5
2026,2026 Q1,Afghanistan,Asia Central,50-69,Female,Main Applicant,Non-UASC,At Port,1
2026,2026 Q1,Afghanistan,Asia Central,50-69,Female,Main Applicant,Non-UASC,In Country,8
2026,2026 Q1,Afghanistan,Asia Central,50-69,Male,Main Applicant,Non-UASC,At Port,1
2026,2026 Q1,Afghanistan,Asia Central,50-69,Male,Main Applicant,Non-UASC,In Country,9
2026,2026 Q1,Afghanistan,Asia Central,70+,Female,Dependant,Non-UASC,At Port,1
2026,2026 Q1,Afghanistan,Asia Central,70+,Female,Main Applicant,Non-UASC,At Port,1
2026,2026 Q1,Afghanistan,Asia Central,70+,Female,Main Applicant,Non-UASC,In Country,2
2026,2026 Q1,Afghanistan,Asia Central,70+,Male,Main Applicant,Non-UASC,At Port,3
2026,2026 Q1,Afghanistan,Asia Central,70+,Male,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Afghanistan,Asia Central,Under 18,Female,Dependant,Non-UASC,At Port,1
2026,2026 Q1,Afghanistan,Asia Central,Under 18,Female,Dependant,Non-UASC,In Country,46
2026,2026 Q1,Afghanistan,Asia Central,Under 18,Female,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Afghanistan,Asia Central,Under 18,Female,Main Applicant,UASC,In Country,2
2026,2026 Q1,Afghanistan,Asia Central,Under 18,Male,Dependant,Non-UASC,In Country,58
2026,2026 Q1,Afghanistan,Asia Central,Under 18,Male,Main Applicant,Non-UASC,At Port,1
2026,2026 Q1,Afghanistan,Asia Central,Under 18,Male,Main Applicant,Non-UASC,In Country,2
2026,2026 Q1,Afghanistan,Asia Central,Under 18,Male,Main Applicant,UASC,In Country,43
2026,2026 Q1,Albania,Europe Other,18-29,Female,Dependant,Non-UASC,In Country,2
2026,2026 Q1,Albania,Europe Other,18-29,Female,Main Applicant,Non-UASC,At Port,2
2026,2026 Q1,Albania,Europe Other,18-29,Female,Main Applicant,Non-UASC,In Country,51
2026,2026 Q1,Albania,Europe Other,18-29,Male,Dependant,Non-UASC,In Country,1
2026,2026 Q1,Albania,Europe Other,18-29,Male,Main Applicant,Non-UASC,At Port,7
2026,2026 Q1,Albania,Europe Other,18-29,Male,Main Applicant,Non-UASC,In Country,102
2026,2026 Q1,Albania,Europe Other,30-49,Female,Dependant,Non-UASC,In Country,2
2026,2026 Q1,Albania,Europe Other,30-49,Female,Main Applicant,Non-UASC,In Country,21
2026,2026 Q1,Albania,Europe Other,30-49,Male,Main Applicant,Non-UASC,At Port,1
2026,2026 Q1,Albania,Europe Other,30-49,Male,Main Applicant,Non-UASC,In Country,60
2026,2026 Q1,Albania,Europe Other,50-69,Female,Dependant,Non-UASC,In Country,1
2026,2026 Q1,Albania,Europe Other,50-69,Female,Main Applicant,Non-UASC,In Country,2
2026,2026 Q1,Albania,Europe Other,50-69,Male,Main Applicant,Non-UASC,In Country,4
2026,2026 Q1,Albania,Europe Other,Under 18,Female,Dependant,Non-UASC,In Country,20
2026,2026 Q1,Albania,Europe Other,Under 18,Female,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Albania,Europe Other,Under 18,Male,Dependant,Non-UASC,In Country,16
2026,2026 Q1,Albania,Europe Other,Under 18,Male,Main Applicant,Non-UASC,In Country,2
2026,2026 Q1,Albania,Europe Other,Under 18,Male,Main Applicant,UASC,In Country,5
2026,2026 Q1,Algeria,Africa North,18-29,Female,Main Applicant,Non-UASC,At Port,1
2026,2026 Q1,Algeria,Africa North,18-29,Female,Main Applicant,Non-UASC,In Country,5
2026,2026 Q1,Algeria,Africa North,18-29,Male,Dependant,Non-UASC,In Country,1
2026,2026 Q1,Algeria,Africa North,18-29,Male,Main Applicant,Non-UASC,At Port,2
2026,2026 Q1,Algeria,Africa North,18-29,Male,Main Applicant,Non-UASC,In Country,14
2026,2026 Q1,Algeria,Africa North,30-49,Female,Main Applicant,Non-UASC,At Port,1
2026,2026 Q1,Algeria,Africa North,30-49,Female,Main Applicant,Non-UASC,In Country,6
2026,2026 Q1,Algeria,Africa North,30-49,Male,Main Applicant,Non-UASC,At Port,2
2026,2026 Q1,Algeria,Africa North,30-49,Male,Main Applicant,Non-UASC,In Country,38
2026,2026 Q1,Algeria,Africa North,50-69,Female,Dependant,Non-UASC,In Country,1
2026,2026 Q1,Algeria,Africa North,50-69,Female,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Algeria,Africa North,50-69,Male,Main Applicant,Non-UASC,In Country,4
2026,2026 Q1,Algeria,Africa North,Under 18,Female,Dependant,Non-UASC,In Country,3
2026,2026 Q1,Algeria,Africa North,Under 18,Male,Dependant,Non-UASC,In Country,2
2026,2026 Q1,Algeria,Africa North,Under 18,Male,Main Applicant,UASC,In Country,2
2026,2026 Q1,Andorra,Europe Other,18-29,Male,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Angola,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Angola,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,At Port,1
2026,2026 Q1,Angola,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Angola,Africa Sub-Saharan,30-49,Male,Dependant,Non-UASC,In Country,1
2026,2026 Q1,Angola,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,In Country,2
2026,2026 Q1,Angola,Africa Sub-Saharan,Under 18,Female,Dependant,Non-UASC,In Country,1
2026,2026 Q1,Argentina,America Central and South,18-29,Male,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Argentina,America Central and South,30-49,Female,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Argentina,America Central and South,30-49,Male,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Argentina,America Central and South,50-69,Female,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Argentina,America Central and South,Under 18,Male,Dependant,Non-UASC,In Country,1
2026,2026 Q1,Australia,Oceania,30-49,Female,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Australia,Oceania,50-69,Female,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Azerbaijan,Europe Other,18-29,Female,Dependant,Non-UASC,In Country,1
2026,2026 Q1,Azerbaijan,Europe Other,18-29,Male,Main Applicant,Non-UASC,In Country,4
2026,2026 Q1,Azerbaijan,Europe Other,30-49,Female,Dependant,Non-UASC,In Country,1
2026,2026 Q1,Azerbaijan,Europe Other,30-49,Female,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Azerbaijan,Europe Other,30-49,Male,Main Applicant,Non-UASC,At Port,2
2026,2026 Q1,Azerbaijan,Europe Other,30-49,Male,Main Applicant,Non-UASC,In Country,2
2026,2026 Q1,Azerbaijan,Europe Other,50-69,Female,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Azerbaijan,Europe Other,70+,Male,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Azerbaijan,Europe Other,Under 18,Female,Dependant,Non-UASC,In Country,1
2026,2026 Q1,Azerbaijan,Europe Other,Under 18,Male,Dependant,Non-UASC,In Country,3
2026,2026 Q1,Bahrain,Middle East,18-29,Male,Main Applicant,Non-UASC,At Port,1
2026,2026 Q1,Bahrain,Middle East,30-49,Female,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Bangladesh,Asia South,18-29,Female,Dependant,Non-UASC,In Country,94
2026,2026 Q1,Bangladesh,Asia South,18-29,Female,Main Applicant,Non-UASC,At Port,2
2026,2026 Q1,Bangladesh,Asia South,18-29,Female,Main Applicant,Non-UASC,In Country,168
2026,2026 Q1,Bangladesh,Asia South,18-29,Male,Dependant,Non-UASC,In Country,13
2026,2026 Q1,Bangladesh,Asia South,18-29,Male,Main Applicant,Non-UASC,At Port,6
2026,2026 Q1,Bangladesh,Asia South,18-29,Male,Main Applicant,Non-UASC,In Country,377
2026,2026 Q1,Bangladesh,Asia South,30-49,Female,Dependant,Non-UASC,At Port,1
2026,2026 Q1,Bangladesh,Asia South,30-49,Female,Dependant,Non-UASC,In Country,68
2026,2026 Q1,Bangladesh,Asia South,30-49,Female,Main Applicant,Non-UASC,In Country,98
2026,2026 Q1,Bangladesh,Asia South,30-49,Male,Dependant,Non-UASC,In Country,38
2026,2026 Q1,Bangladesh,Asia South,30-49,Male,Main Applicant,Non-UASC,At Port,8
2026,2026 Q1,Bangladesh,Asia South,30-49,Male,Main Applicant,Non-UASC,In Country,262
2026,2026 Q1,Bangladesh,Asia South,50-69,Female,Dependant,Non-UASC,In Country,3
2026,2026 Q1,Bangladesh,Asia South,50-69,Female,Main Applicant,Non-UASC,In Country,6
2026,2026 Q1,Bangladesh,Asia South,50-69,Male,Dependant,Non-UASC,In Country,1
2026,2026 Q1,Bangladesh,Asia South,50-69,Male,Main Applicant,Non-UASC,In Country,13
2026,2026 Q1,Bangladesh,Asia South,70+,Female,Main Applicant,Non-UASC,In Country,3
2026,2026 Q1,Bangladesh,Asia South,70+,Male,Main Applicant,Non-UASC,In Country,3
2026,2026 Q1,Bangladesh,Asia South,Under 18,Female,Dependant,Non-UASC,At Port,1
2026,2026 Q1,Bangladesh,Asia South,Under 18,Female,Dependant,Non-UASC,In Country,136
2026,2026 Q1,Bangladesh,Asia South,Under 18,Female,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Bangladesh,Asia South,Under 18,Male,Dependant,Non-UASC,In Country,154
2026,2026 Q1,Barbados,America Central and South,18-29,Female,Main Applicant,Non-UASC,In Country,2
2026,2026 Q1,Barbados,America Central and South,18-29,Male,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Barbados,America Central and South,30-49,Female,Main Applicant,Non-UASC,At Port,1
2026,2026 Q1,Barbados,America Central and South,30-49,Male,Main Applicant,Non-UASC,In Country,2
2026,2026 Q1,Barbados,America Central and South,50-69,Male,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Barbados,America Central and South,Under 18,Male,Dependant,Non-UASC,In Country,2
2026,2026 Q1,Belgium,EU 14,30-49,Male,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Belgium,EU 14,Under 18,Female,Main Applicant,Non-UASC,At Port,2
2026,2026 Q1,Benin,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Benin,Africa Sub-Saharan,50-69,Female,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Bolivia,America Central and South,18-29,Female,Main Applicant,Non-UASC,In Country,2
2026,2026 Q1,Bolivia,America Central and South,18-29,Male,Main Applicant,Non-UASC,In Country,2
2026,2026 Q1,Bolivia,America Central and South,30-49,Female,Dependant,Non-UASC,In Country,1
2026,2026 Q1,Bolivia,America Central and South,30-49,Male,Main Applicant,Non-UASC,In Country,2
2026,2026 Q1,Botswana,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,In Country,5
2026,2026 Q1,Botswana,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,In Country,2
2026,2026 Q1,Botswana,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,In Country,18
2026,2026 Q1,Botswana,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,In Country,9
2026,2026 Q1,Botswana,Africa Sub-Saharan,50-69,Female,Dependant,Non-UASC,In Country,1
2026,2026 Q1,Botswana,Africa Sub-Saharan,50-69,Female,Main Applicant,Non-UASC,In Country,4
2026,2026 Q1,Botswana,Africa Sub-Saharan,50-69,Male,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Botswana,Africa Sub-Saharan,Under 18,Female,Dependant,Non-UASC,In Country,2
2026,2026 Q1,Botswana,Africa Sub-Saharan,Under 18,Female,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Botswana,Africa Sub-Saharan,Under 18,Male,Dependant,Non-UASC,At Port,1
2026,2026 Q1,Botswana,Africa Sub-Saharan,Under 18,Male,Dependant,Non-UASC,In Country,2
2026,2026 Q1,Brazil,America Central and South,18-29,Female,Dependant,Non-UASC,In Country,6
2026,2026 Q1,Brazil,America Central and South,18-29,Female,Main Applicant,Non-UASC,At Port,11
2026,2026 Q1,Brazil,America Central and South,18-29,Female,Main Applicant,Non-UASC,In Country,30
2026,2026 Q1,Brazil,America Central and South,18-29,Male,Dependant,Non-UASC,In Country,1
2026,2026 Q1,Brazil,America Central and South,18-29,Male,Main Applicant,Non-UASC,At Port,3
2026,2026 Q1,Brazil,America Central and South,18-29,Male,Main Applicant,Non-UASC,In Country,60
2026,2026 Q1,Brazil,America Central and South,30-49,Female,Dependant,Non-UASC,In Country,3
2026,2026 Q1,Brazil,America Central and South,30-49,Female,Main Applicant,Non-UASC,At Port,7
2026,2026 Q1,Brazil,America Central and South,30-49,Female,Main Applicant,Non-UASC,In Country,35
2026,2026 Q1,Brazil,America Central and South,30-49,Male,Dependant,Non-UASC,In Country,4
2026,2026 Q1,Brazil,America Central and South,30-49,Male,Main Applicant,Non-UASC,At Port,2
2026,2026 Q1,Brazil,America Central and South,30-49,Male,Main Applicant,Non-UASC,In Country,62
2026,2026 Q1,Brazil,America Central and South,50-69,Female,Main Applicant,Non-UASC,In Country,5
2026,2026 Q1,Brazil,America Central and South,50-69,Male,Dependant,Non-UASC,In Country,2
2026,2026 Q1,Brazil,America Central and South,50-69,Male,Main Applicant,Non-UASC,At Port,1
2026,2026 Q1,Brazil,America Central and South,50-69,Male,Main Applicant,Non-UASC,In Country,6
2026,2026 Q1,Brazil,America Central and South,70+,Male,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Brazil,America Central and South,Under 18,Female,Dependant,Non-UASC,At Port,1
2026,2026 Q1,Brazil,America Central and South,Under 18,Female,Dependant,Non-UASC,In Country,16
2026,2026 Q1,Brazil,America Central and South,Under 18,Female,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Brazil,America Central and South,Under 18,Male,Dependant,Non-UASC,At Port,2
2026,2026 Q1,Brazil,America Central and South,Under 18,Male,Dependant,Non-UASC,In Country,13
2026,2026 Q1,Brazil,America Central and South,Under 18,Male,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Bulgaria,EU 2,18-29,Female,Main Applicant,Non-UASC,In Country,2
2026,2026 Q1,Bulgaria,EU 2,18-29,Male,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Bulgaria,EU 2,30-49,Male,Main Applicant,Non-UASC,In Country,2
2026,2026 Q1,Burkina Faso,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Burkina Faso,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Burkina Faso,Africa Sub-Saharan,50-69,Female,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Burundi,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Burundi,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Cameroon,Africa Sub-Saharan,18-29,Female,Dependant,Non-UASC,In Country,1
2026,2026 Q1,Cameroon,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,At Port,1
2026,2026 Q1,Cameroon,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,In Country,36
2026,2026 Q1,Cameroon,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,At Port,1
2026,2026 Q1,Cameroon,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,In Country,26
2026,2026 Q1,Cameroon,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,In Country,27
2026,2026 Q1,Cameroon,Africa Sub-Saharan,30-49,Male,Dependant,Non-UASC,In Country,4
2026,2026 Q1,Cameroon,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,At Port,1
2026,2026 Q1,Cameroon,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,In Country,29
2026,2026 Q1,Cameroon,Africa Sub-Saharan,50-69,Female,Main Applicant,Non-UASC,In Country,2
2026,2026 Q1,Cameroon,Africa Sub-Saharan,50-69,Male,Dependant,Non-UASC,In Country,2
2026,2026 Q1,Cameroon,Africa Sub-Saharan,50-69,Male,Main Applicant,Non-UASC,In Country,3
2026,2026 Q1,Cameroon,Africa Sub-Saharan,Under 18,Female,Dependant,Non-UASC,In Country,14
2026,2026 Q1,Cameroon,Africa Sub-Saharan,Under 18,Male,Dependant,Non-UASC,In Country,13
2026,2026 Q1,Canada,America North,Under 18,Female,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Canada,America North,Under 18,Male,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Chad,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,In Country,3
2026,2026 Q1,Chad,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,At Port,1
2026,2026 Q1,Chad,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Chad,Africa Sub-Saharan,Under 18,Male,Main Applicant,UASC,In Country,2
2026,2026 Q1,Chile,America Central and South,30-49,Female,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,Chile,America Central and South,30-49,Male,Dependant,Non-UASC,In Country,1
2026,2026 Q1,Chile,America Central and South,Under 18,Female,Dependant,Non-UASC,In Country,1
2026,2026 Q1,Chile,America Central and South,Under 18,Male,Dependant,Non-UASC,In Country,1
2026,2026 Q1,China,Asia East,18-29,Female,Dependant,Non-UASC,At Port,1
2026,2026 Q1,China,Asia East,18-29,Female,Dependant,Non-UASC,In Country,2
2026,2026 Q1,China,Asia East,18-29,Female,Main Applicant,Non-UASC,At Port,5
2026,2026 Q1,China,Asia East,18-29,Female,Main Applicant,Non-UASC,In Country,11
2026,2026 Q1,China,Asia East,18-29,Male,Main Applicant,Non-UASC,At Port,8
2026,2026 Q1,China,Asia East,18-29,Male,Main Applicant,Non-UASC,In Country,17
2026,2026 Q1,China,Asia East,30-49,Female,Dependant,Non-UASC,In Country,8
2026,2026 Q1,China,Asia East,30-49,Female,Main Applicant,Non-UASC,At Port,9
2026,2026 Q1,China,Asia East,30-49,Female,Main Applicant,Non-UASC,In Country,62
2026,2026 Q1,China,Asia East,30-49,Male,Dependant,Non-UASC,In Country,4
2026,2026 Q1,China,Asia East,30-49,Male,Main Applicant,Non-UASC,At Port,21
2026,2026 Q1,China,Asia East,30-49,Male,Main Applicant,Non-UASC,In Country,45
2026,2026 Q1,China,Asia East,50-69,Female,Main Applicant,Non-UASC,At Port,3
2026,2026 Q1,China,Asia East,50-69,Female,Main Applicant,Non-UASC,In Country,31
2026,2026 Q1,China,Asia East,50-69,Male,Main Applicant,Non-UASC,At Port,7
2026,2026 Q1,China,Asia East,50-69,Male,Main Applicant,Non-UASC,In Country,16
2026,2026 Q1,China,Asia East,70+,Female,Main Applicant,Non-UASC,In Country,4
2026,2026 Q1,China,Asia East,Under 18,Female,Dependant,Non-UASC,In Country,8
2026,2026 Q1,China,Asia East,Under 18,Male,Dependant,Non-UASC,In Country,14
2026,2026 Q1,China,Asia East,Under 18,Male,Main Applicant,Non-UASC,In Country,1
2026,2026 Q1,China,Asia East,Under 18,Male,Main Applicant,UASC,At Port,1
2026,2026 Q1,Colombia,America Central and South,18-29,Female,Dependant,Non-UASC,In Country,1
2026,2026 Q1,Colombia,America Central and South,18-29,Female,Main Applicant,Non-UASC,In Country,5
2026,2026 Q1,Colombia,America Central and South,18-29,Male,Dependant,Non-UASC,In Country,1
2026,2026 Q1,Colombia,America Central and South,18-29,Male,Main Applicant,Non-UASC,In Country,3
2026,2026 Q1,Colombia,America Central and South,30-49,Female,Dependant,Non-UASC,In Country,1
2026,2026 Q1,Colombia,America Central and South,30-49,Female,Main Applicant,Non-UASC,In Country,7
2026,2026 Q1,Colombia,America Central and South,30-49,Male,Dependant,Non-UASC,In Country,1
2026,2026 Q1,Colombia,America Central and South,30-49,Male,Main Applicant,Non-UASC,In Country,6
2026,2026 Q1,Colombia,America Central and South,50-69,Female,Main Applicant,Non-UASC,In Country,4
2026,2026 Q1,Colombia,America Central and South,Under 18,Female,Dependant,Non-UASC,In Country,1
2026,2026 Q1,Colombia,America Central and South,Under 18,Male,Dependant,Non-UASC,In Country,2
2026,2026 Q1,Congo,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,In Country,1
