Year,Quarter,Nationality,Region,Age,Sex,Applicant type,UASC,Location of claim,Claims
2019,2019 Q1,Chad,Africa Sub-Saharan,Under 18,Male,Main Applicant,UASC,At Port,1
2019,2019 Q1,Chad,Africa Sub-Saharan,Under 18,Male,Main Applicant,UASC,In Country,4
2019,2019 Q1,Chile,America Central and South,18-29,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,China,Asia East,18-29,Female,Dependant,Non-UASC,In Country,2
2019,2019 Q1,China,Asia East,18-29,Female,Main Applicant,Non-UASC,At Port,9
2019,2019 Q1,China,Asia East,18-29,Female,Main Applicant,Non-UASC,In Country,27
2019,2019 Q1,China,Asia East,18-29,Male,Dependant,Non-UASC,In Country,7
2019,2019 Q1,China,Asia East,18-29,Male,Main Applicant,Non-UASC,At Port,20
2019,2019 Q1,China,Asia East,18-29,Male,Main Applicant,Non-UASC,In Country,26
2019,2019 Q1,China,Asia East,30-49,Female,Dependant,Non-UASC,At Port,2
2019,2019 Q1,China,Asia East,30-49,Female,Dependant,Non-UASC,In Country,4
2019,2019 Q1,China,Asia East,30-49,Female,Main Applicant,Non-UASC,At Port,10
2019,2019 Q1,China,Asia East,30-49,Female,Main Applicant,Non-UASC,In Country,45
2019,2019 Q1,China,Asia East,30-49,Male,Dependant,Non-UASC,In Country,9
2019,2019 Q1,China,Asia East,30-49,Male,Main Applicant,Non-UASC,At Port,19
2019,2019 Q1,China,Asia East,30-49,Male,Main Applicant,Non-UASC,In Country,64
2019,2019 Q1,China,Asia East,50-69,Female,Main Applicant,Non-UASC,In Country,10
2019,2019 Q1,China,Asia East,50-69,Male,Main Applicant,Non-UASC,At Port,2
2019,2019 Q1,China,Asia East,50-69,Male,Main Applicant,Non-UASC,In Country,24
2019,2019 Q1,China,Asia East,Under 18,Female,Dependant,Non-UASC,At Port,1
2019,2019 Q1,China,Asia East,Under 18,Female,Dependant,Non-UASC,In Country,20
2019,2019 Q1,China,Asia East,Under 18,Female,Main Applicant,UASC,At Port,1
2019,2019 Q1,China,Asia East,Under 18,Male,Dependant,Non-UASC,At Port,3
2019,2019 Q1,China,Asia East,Under 18,Male,Dependant,Non-UASC,In Country,16
2019,2019 Q1,China,Asia East,Under 18,Male,Main Applicant,UASC,At Port,1
2019,2019 Q1,Colombia,America Central and South,18-29,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Colombia,America Central and South,30-49,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Colombia,America Central and South,50-69,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Congo,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Congo,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Congo,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Congo,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Congo,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,In Country,2
2019,2019 Q1,Congo,Africa Sub-Saharan,50-69,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Congo,Africa Sub-Saharan,Under 18,Female,Main Applicant,UASC,In Country,1
2019,2019 Q1,Congo (Democratic Republic),Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,At Port,2
2019,2019 Q1,Congo (Democratic Republic),Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,In Country,7
2019,2019 Q1,Congo (Democratic Republic),Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,At Port,3
2019,2019 Q1,Congo (Democratic Republic),Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,In Country,3
2019,2019 Q1,Congo (Democratic Republic),Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,At Port,3
2019,2019 Q1,Congo (Democratic Republic),Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,In Country,8
2019,2019 Q1,Congo (Democratic Republic),Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Congo (Democratic Republic),Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,In Country,3
2019,2019 Q1,Congo (Democratic Republic),Africa Sub-Saharan,50-69,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Congo (Democratic Republic),Africa Sub-Saharan,Under 18,Female,Dependant,Non-UASC,In Country,4
2019,2019 Q1,Congo (Democratic Republic),Africa Sub-Saharan,Under 18,Female,Main Applicant,Non-UASC,In Country,2
2019,2019 Q1,Congo (Democratic Republic),Africa Sub-Saharan,Under 18,Female,Main Applicant,UASC,In Country,1
2019,2019 Q1,Congo (Democratic Republic),Africa Sub-Saharan,Under 18,Male,Dependant,Non-UASC,At Port,1
2019,2019 Q1,Congo (Democratic Republic),Africa Sub-Saharan,Under 18,Male,Dependant,Non-UASC,In Country,7
2019,2019 Q1,Congo (Democratic Republic),Africa Sub-Saharan,Under 18,Male,Main Applicant,Non-UASC,At Port,2
2019,2019 Q1,Congo (Democratic Republic),Africa Sub-Saharan,Under 18,Male,Main Applicant,UASC,In Country,1
2019,2019 Q1,Costa Rica,America Central and South,30-49,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Cyprus (Northern part of),Europe Other,50-69,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Czechia,EU 8,30-49,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Dominica,America Central and South,18-29,Female,Main Applicant,Non-UASC,In Country,2
2019,2019 Q1,Dominica,America Central and South,30-49,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Dominica,America Central and South,Under 18,Female,Dependant,Non-UASC,In Country,2
2019,2019 Q1,Dominican Republic,America Central and South,30-49,Female,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Ecuador,America Central and South,30-49,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Ecuador,America Central and South,Under 18,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Egypt,Africa North,18-29,Female,Main Applicant,Non-UASC,In Country,4
2019,2019 Q1,Egypt,Africa North,18-29,Male,Main Applicant,Non-UASC,At Port,4
2019,2019 Q1,Egypt,Africa North,18-29,Male,Main Applicant,Non-UASC,In Country,22
2019,2019 Q1,Egypt,Africa North,30-49,Female,Dependant,Non-UASC,At Port,2
2019,2019 Q1,Egypt,Africa North,30-49,Female,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Egypt,Africa North,30-49,Female,Main Applicant,Non-UASC,In Country,6
2019,2019 Q1,Egypt,Africa North,30-49,Male,Dependant,Non-UASC,In Country,3
2019,2019 Q1,Egypt,Africa North,30-49,Male,Main Applicant,Non-UASC,At Port,7
2019,2019 Q1,Egypt,Africa North,30-49,Male,Main Applicant,Non-UASC,In Country,12
2019,2019 Q1,Egypt,Africa North,50-69,Female,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Egypt,Africa North,50-69,Male,Main Applicant,Non-UASC,In Country,2
2019,2019 Q1,Egypt,Africa North,Under 18,Female,Dependant,Non-UASC,At Port,2
2019,2019 Q1,Egypt,Africa North,Under 18,Female,Dependant,Non-UASC,In Country,2
2019,2019 Q1,Egypt,Africa North,Under 18,Male,Dependant,Non-UASC,At Port,2
2019,2019 Q1,Egypt,Africa North,Under 18,Male,Dependant,Non-UASC,In Country,11
2019,2019 Q1,Egypt,Africa North,Under 18,Male,Main Applicant,UASC,In Country,3
2019,2019 Q1,El Salvador,America Central and South,18-29,Female,Dependant,Non-UASC,At Port,20
2019,2019 Q1,El Salvador,America Central and South,18-29,Female,Dependant,Non-UASC,In Country,1
2019,2019 Q1,El Salvador,America Central and South,18-29,Female,Main Applicant,Non-UASC,At Port,23
2019,2019 Q1,El Salvador,America Central and South,18-29,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,El Salvador,America Central and South,18-29,Male,Dependant,Non-UASC,At Port,2
2019,2019 Q1,El Salvador,America Central and South,18-29,Male,Main Applicant,Non-UASC,At Port,43
2019,2019 Q1,El Salvador,America Central and South,18-29,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,El Salvador,America Central and South,30-49,Female,Dependant,Non-UASC,At Port,21
2019,2019 Q1,El Salvador,America Central and South,30-49,Female,Main Applicant,Non-UASC,At Port,12
2019,2019 Q1,El Salvador,America Central and South,30-49,Male,Dependant,Non-UASC,At Port,2
2019,2019 Q1,El Salvador,America Central and South,30-49,Male,Main Applicant,Non-UASC,At Port,29
2019,2019 Q1,El Salvador,America Central and South,50-69,Female,Dependant,Non-UASC,At Port,1
2019,2019 Q1,El Salvador,America Central and South,50-69,Female,Main Applicant,Non-UASC,At Port,5
2019,2019 Q1,El Salvador,America Central and South,50-69,Male,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,El Salvador,America Central and South,70+,Female,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,El Salvador,America Central and South,70+,Male,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,El Salvador,America Central and South,Under 18,Female,Dependant,Non-UASC,At Port,42
2019,2019 Q1,El Salvador,America Central and South,Under 18,Male,Dependant,Non-UASC,At Port,34
2019,2019 Q1,El Salvador,America Central and South,Under 18,Male,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Equatorial Guinea,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Eritrea,Africa Sub-Saharan,18-29,Female,Dependant,Non-UASC,At Port,1
2019,2019 Q1,Eritrea,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,At Port,7
2019,2019 Q1,Eritrea,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,In Country,43
2019,2019 Q1,Eritrea,Africa Sub-Saharan,18-29,Female,Main Applicant,UASC,At Port,1
2019,2019 Q1,Eritrea,Africa Sub-Saharan,18-29,Female,Main Applicant,UASC,In Country,4
2019,2019 Q1,Eritrea,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,At Port,25
2019,2019 Q1,Eritrea,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,In Country,204
2019,2019 Q1,Eritrea,Africa Sub-Saharan,18-29,Male,Main Applicant,UASC,At Port,3
2019,2019 Q1,Eritrea,Africa Sub-Saharan,18-29,Male,Main Applicant,UASC,In Country,9
2019,2019 Q1,Eritrea,Africa Sub-Saharan,30-49,Female,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Eritrea,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,At Port,3
2019,2019 Q1,Eritrea,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,In Country,17
2019,2019 Q1,Eritrea,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,At Port,3
2019,2019 Q1,Eritrea,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,In Country,45
2019,2019 Q1,Eritrea,Africa Sub-Saharan,50-69,Female,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Eritrea,Africa Sub-Saharan,50-69,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Eritrea,Africa Sub-Saharan,70+,Female,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Eritrea,Africa Sub-Saharan,70+,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Eritrea,Africa Sub-Saharan,Under 18,Female,Dependant,Non-UASC,At Port,2
2019,2019 Q1,Eritrea,Africa Sub-Saharan,Under 18,Female,Dependant,Non-UASC,In Country,4
2019,2019 Q1,Eritrea,Africa Sub-Saharan,Under 18,Female,Main Applicant,UASC,At Port,4
2019,2019 Q1,Eritrea,Africa Sub-Saharan,Under 18,Female,Main Applicant,UASC,In Country,38
2019,2019 Q1,Eritrea,Africa Sub-Saharan,Under 18,Male,Dependant,Non-UASC,At Port,3
2019,2019 Q1,Eritrea,Africa Sub-Saharan,Under 18,Male,Dependant,Non-UASC,In Country,4
2019,2019 Q1,Eritrea,Africa Sub-Saharan,Under 18,Male,Main Applicant,Non-UASC,In Country,6
2019,2019 Q1,Eritrea,Africa Sub-Saharan,Under 18,Male,Main Applicant,UASC,At Port,24
2019,2019 Q1,Eritrea,Africa Sub-Saharan,Under 18,Male,Main Applicant,UASC,In Country,130
2019,2019 Q1,Ethiopia,Africa Sub-Saharan,18-29,Female,Dependant,Non-UASC,In Country,2
2019,2019 Q1,Ethiopia,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Ethiopia,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,In Country,15
2019,2019 Q1,Ethiopia,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,In Country,51
2019,2019 Q1,Ethiopia,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,In Country,10
2019,2019 Q1,Ethiopia,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,In Country,11
2019,2019 Q1,Ethiopia,Africa Sub-Saharan,Under 18,Female,Main Applicant,UASC,In Country,3
2019,2019 Q1,Ethiopia,Africa Sub-Saharan,Under 18,Male,Dependant,Non-UASC,In Country,3
2019,2019 Q1,Ethiopia,Africa Sub-Saharan,Under 18,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Ethiopia,Africa Sub-Saharan,Under 18,Male,Main Applicant,UASC,At Port,7
2019,2019 Q1,Ethiopia,Africa Sub-Saharan,Under 18,Male,Main Applicant,UASC,In Country,20
2019,2019 Q1,"Gambia, The",Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,In Country,3
2019,2019 Q1,"Gambia, The",Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,"Gambia, The",Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,In Country,2
2019,2019 Q1,"Gambia, The",Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,In Country,5
2019,2019 Q1,"Gambia, The",Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,At Port,2
2019,2019 Q1,"Gambia, The",Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,In Country,7
2019,2019 Q1,"Gambia, The",Africa Sub-Saharan,Under 18,Male,Main Applicant,UASC,In Country,2
2019,2019 Q1,Georgia,Europe Other,18-29,Female,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Georgia,Europe Other,18-29,Male,Main Applicant,Non-UASC,At Port,5
2019,2019 Q1,Georgia,Europe Other,18-29,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Georgia,Europe Other,30-49,Female,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Georgia,Europe Other,30-49,Female,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Georgia,Europe Other,30-49,Female,Main Applicant,Non-UASC,In Country,2
2019,2019 Q1,Georgia,Europe Other,30-49,Male,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Georgia,Europe Other,30-49,Male,Main Applicant,Non-UASC,At Port,10
2019,2019 Q1,Georgia,Europe Other,30-49,Male,Main Applicant,Non-UASC,In Country,9
2019,2019 Q1,Georgia,Europe Other,50-69,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Georgia,Europe Other,Under 18,Female,Dependant,Non-UASC,In Country,3
2019,2019 Q1,Georgia,Europe Other,Under 18,Male,Dependant,Non-UASC,In Country,6
2019,2019 Q1,Ghana,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,At Port,4
2019,2019 Q1,Ghana,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,In Country,4
2019,2019 Q1,Ghana,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,At Port,7
2019,2019 Q1,Ghana,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,In Country,6
2019,2019 Q1,Ghana,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,At Port,2
2019,2019 Q1,Ghana,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,In Country,7
2019,2019 Q1,Ghana,Africa Sub-Saharan,30-49,Male,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Ghana,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,At Port,6
2019,2019 Q1,Ghana,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,In Country,16
2019,2019 Q1,Ghana,Africa Sub-Saharan,50-69,Female,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Ghana,Africa Sub-Saharan,50-69,Female,Main Applicant,Non-UASC,In Country,4
2019,2019 Q1,Ghana,Africa Sub-Saharan,50-69,Male,Main Applicant,Non-UASC,At Port,2
2019,2019 Q1,Ghana,Africa Sub-Saharan,50-69,Male,Main Applicant,Non-UASC,In Country,3
2019,2019 Q1,Ghana,Africa Sub-Saharan,70+,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Ghana,Africa Sub-Saharan,Under 18,Female,Dependant,Non-UASC,In Country,2
2019,2019 Q1,Ghana,Africa Sub-Saharan,Under 18,Male,Dependant,Non-UASC,In Country,3
2019,2019 Q1,Grenada,America Central and South,18-29,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Grenada,America Central and South,30-49,Female,Main Applicant,Non-UASC,In Country,2
2019,2019 Q1,Grenada,America Central and South,30-49,Male,Main Applicant,Non-UASC,In Country,2
2019,2019 Q1,Grenada,America Central and South,Under 18,Female,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Guatemala,America Central and South,18-29,Male,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Guinea,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,In Country,5
2019,2019 Q1,Guinea,Africa Sub-Saharan,18-29,Male,Main Applicant,UASC,In Country,1
2019,2019 Q1,Guinea,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Guinea,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,In Country,3
2019,2019 Q1,Guinea,Africa Sub-Saharan,Under 18,Male,Main Applicant,UASC,In Country,2
2019,2019 Q1,Guyana,America Central and South,18-29,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Honduras,America Central and South,18-29,Female,Dependant,Non-UASC,At Port,1
2019,2019 Q1,Honduras,America Central and South,18-29,Female,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Honduras,America Central and South,18-29,Female,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Honduras,America Central and South,18-29,Male,Main Applicant,Non-UASC,At Port,5
2019,2019 Q1,Honduras,America Central and South,18-29,Male,Main Applicant,Non-UASC,In Country,4
2019,2019 Q1,Honduras,America Central and South,30-49,Female,Dependant,Non-UASC,At Port,2
2019,2019 Q1,Honduras,America Central and South,30-49,Female,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Honduras,America Central and South,30-49,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Honduras,America Central and South,30-49,Male,Dependant,Non-UASC,At Port,1
2019,2019 Q1,Honduras,America Central and South,30-49,Male,Main Applicant,Non-UASC,At Port,4
2019,2019 Q1,Honduras,America Central and South,30-49,Male,Main Applicant,Non-UASC,In Country,4
2019,2019 Q1,Honduras,America Central and South,50-69,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Honduras,America Central and South,Under 18,Female,Dependant,Non-UASC,At Port,12
2019,2019 Q1,Honduras,America Central and South,Under 18,Male,Dependant,Non-UASC,At Port,2
2019,2019 Q1,Hong Kong,Asia East,30-49,Female,Main Applicant,Non-UASC,In Country,2
2019,2019 Q1,Hungary,EU 8,30-49,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Hungary,EU 8,50-69,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,India,Asia South,18-29,Female,Dependant,Non-UASC,At Port,1
2019,2019 Q1,India,Asia South,18-29,Female,Dependant,Non-UASC,In Country,3
2019,2019 Q1,India,Asia South,18-29,Female,Main Applicant,Non-UASC,At Port,2
2019,2019 Q1,India,Asia South,18-29,Female,Main Applicant,Non-UASC,In Country,21
2019,2019 Q1,India,Asia South,18-29,Male,Dependant,Non-UASC,In Country,4
2019,2019 Q1,India,Asia South,18-29,Male,Main Applicant,Non-UASC,At Port,36
2019,2019 Q1,India,Asia South,18-29,Male,Main Applicant,Non-UASC,In Country,78
2019,2019 Q1,India,Asia South,30-49,Female,Dependant,Non-UASC,At Port,1
2019,2019 Q1,India,Asia South,30-49,Female,Dependant,Non-UASC,In Country,17
2019,2019 Q1,India,Asia South,30-49,Female,Main Applicant,Non-UASC,In Country,47
2019,2019 Q1,India,Asia South,30-49,Male,Dependant,Non-UASC,In Country,11
2019,2019 Q1,India,Asia South,30-49,Male,Main Applicant,Non-UASC,At Port,21
2019,2019 Q1,India,Asia South,30-49,Male,Main Applicant,Non-UASC,In Country,145
2019,2019 Q1,India,Asia South,50-69,Female,Dependant,Non-UASC,In Country,1
2019,2019 Q1,India,Asia South,50-69,Female,Main Applicant,Non-UASC,In Country,11
2019,2019 Q1,India,Asia South,50-69,Male,Dependant,Non-UASC,In Country,1
2019,2019 Q1,India,Asia South,50-69,Male,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,India,Asia South,50-69,Male,Main Applicant,Non-UASC,In Country,31
2019,2019 Q1,India,Asia South,70+,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,India,Asia South,Under 18,Female,Dependant,Non-UASC,At Port,3
2019,2019 Q1,India,Asia South,Under 18,Female,Dependant,Non-UASC,In Country,22
2019,2019 Q1,India,Asia South,Under 18,Male,Dependant,Non-UASC,At Port,2
2019,2019 Q1,India,Asia South,Under 18,Male,Dependant,Non-UASC,In Country,24
2019,2019 Q1,Indonesia,Asia South East,18-29,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Indonesia,Asia South East,30-49,Female,Main Applicant,Non-UASC,In Country,5
2019,2019 Q1,Indonesia,Asia South East,30-49,Male,Main Applicant,Non-UASC,In Country,2
2019,2019 Q1,Indonesia,Asia South East,Under 18,Female,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Indonesia,Asia South East,Under 18,Male,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Iran,Middle East,18-29,Female,Dependant,Non-UASC,At Port,8
2019,2019 Q1,Iran,Middle East,18-29,Female,Dependant,Non-UASC,In Country,3
2019,2019 Q1,Iran,Middle East,18-29,Female,Main Applicant,Non-UASC,At Port,31
2019,2019 Q1,Iran,Middle East,18-29,Female,Main Applicant,Non-UASC,In Country,23
2019,2019 Q1,Iran,Middle East,18-29,Male,Dependant,Non-UASC,At Port,2
2019,2019 Q1,Iran,Middle East,18-29,Male,Main Applicant,Non-UASC,At Port,66
2019,2019 Q1,Iran,Middle East,18-29,Male,Main Applicant,Non-UASC,In Country,341
2019,2019 Q1,Iran,Middle East,18-29,Male,Main Applicant,UASC,In Country,2
2019,2019 Q1,Iran,Middle East,30-49,Female,Dependant,Non-UASC,At Port,16
2019,2019 Q1,Iran,Middle East,30-49,Female,Dependant,Non-UASC,In Country,15
2019,2019 Q1,Iran,Middle East,30-49,Female,Main Applicant,Non-UASC,At Port,55
2019,2019 Q1,Iran,Middle East,30-49,Female,Main Applicant,Non-UASC,In Country,50
2019,2019 Q1,Iran,Middle East,30-49,Male,Dependant,Non-UASC,At Port,5
2019,2019 Q1,Iran,Middle East,30-49,Male,Dependant,Non-UASC,In Country,9
2019,2019 Q1,Iran,Middle East,30-49,Male,Main Applicant,Non-UASC,At Port,150
2019,2019 Q1,Iran,Middle East,30-49,Male,Main Applicant,Non-UASC,In Country,213
2019,2019 Q1,Iran,Middle East,50-69,Female,Dependant,Non-UASC,At Port,1
2019,2019 Q1,Iran,Middle East,50-69,Female,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Iran,Middle East,50-69,Female,Main Applicant,Non-UASC,At Port,5
2019,2019 Q1,Iran,Middle East,50-69,Female,Main Applicant,Non-UASC,In Country,13
2019,2019 Q1,Iran,Middle East,50-69,Male,Dependant,Non-UASC,In Country,2
2019,2019 Q1,Iran,Middle East,50-69,Male,Main Applicant,Non-UASC,At Port,13
2019,2019 Q1,Iran,Middle East,50-69,Male,Main Applicant,Non-UASC,In Country,6
2019,2019 Q1,Iran,Middle East,70+,Female,Main Applicant,Non-UASC,In Country,3
2019,2019 Q1,Iran,Middle East,70+,Male,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Iran,Middle East,70+,Male,Main Applicant,Non-UASC,In Country,2
2019,2019 Q1,Iran,Middle East,Under 18,Female,Dependant,Non-UASC,At Port,13
2019,2019 Q1,Iran,Middle East,Under 18,Female,Dependant,Non-UASC,In Country,27
2019,2019 Q1,Iran,Middle East,Under 18,Female,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Iran,Middle East,Under 18,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Iran,Middle East,Under 18,Female,Main Applicant,UASC,At Port,3
2019,2019 Q1,Iran,Middle East,Under 18,Male,Dependant,Non-UASC,At Port,22
2019,2019 Q1,Iran,Middle East,Under 18,Male,Dependant,Non-UASC,In Country,25
2019,2019 Q1,Iran,Middle East,Under 18,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Iran,Middle East,Under 18,Male,Main Applicant,UASC,At Port,6
2019,2019 Q1,Iran,Middle East,Under 18,Male,Main Applicant,UASC,In Country,137
2019,2019 Q1,Iraq,Middle East,18-29,Female,Dependant,Non-UASC,At Port,3
2019,2019 Q1,Iraq,Middle East,18-29,Female,Dependant,Non-UASC,In Country,15
2019,2019 Q1,Iraq,Middle East,18-29,Female,Main Applicant,Non-UASC,At Port,12
2019,2019 Q1,Iraq,Middle East,18-29,Female,Main Applicant,Non-UASC,In Country,45
2019,2019 Q1,Iraq,Middle East,18-29,Male,Dependant,Non-UASC,In Country,2
2019,2019 Q1,Iraq,Middle East,18-29,Male,Main Applicant,Non-UASC,At Port,17
2019,2019 Q1,Iraq,Middle East,18-29,Male,Main Applicant,Non-UASC,In Country,407
2019,2019 Q1,Iraq,Middle East,18-29,Male,Main Applicant,UASC,In Country,4
2019,2019 Q1,Iraq,Middle East,30-49,Female,Dependant,Non-UASC,At Port,5
2019,2019 Q1,Iraq,Middle East,30-49,Female,Dependant,Non-UASC,In Country,27
2019,2019 Q1,Iraq,Middle East,30-49,Female,Main Applicant,Non-UASC,At Port,10
2019,2019 Q1,Iraq,Middle East,30-49,Female,Main Applicant,Non-UASC,In Country,45
2019,2019 Q1,Iraq,Middle East,30-49,Male,Dependant,Non-UASC,At Port,3
2019,2019 Q1,Iraq,Middle East,30-49,Male,Dependant,Non-UASC,In Country,10
2019,2019 Q1,Iraq,Middle East,30-49,Male,Main Applicant,Non-UASC,At Port,20
2019,2019 Q1,Iraq,Middle East,30-49,Male,Main Applicant,Non-UASC,In Country,133
2019,2019 Q1,Iraq,Middle East,50-69,Female,Dependant,Non-UASC,At Port,1
2019,2019 Q1,Iraq,Middle East,50-69,Female,Dependant,Non-UASC,In Country,2
2019,2019 Q1,Iraq,Middle East,50-69,Female,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Iraq,Middle East,50-69,Female,Main Applicant,Non-UASC,In Country,3
2019,2019 Q1,Iraq,Middle East,50-69,Male,Main Applicant,Non-UASC,At Port,2
2019,2019 Q1,Iraq,Middle East,50-69,Male,Main Applicant,Non-UASC,In Country,6
2019,2019 Q1,Iraq,Middle East,70+,Female,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Iraq,Middle East,70+,Male,Main Applicant,Non-UASC,In Country,3
